gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,playType,yardlineSide,yardlineNumber,offenseFormation,personnelO,defendersInTheBox,numberOfPassRushers,personnelD,typeDropback,preSnapVisitorScore,preSnapHomeScore,gameClock,absoluteYardlineNumber,penaltyCodes,penaltyJerseyNumbers,passResult,offensePlayResult,playResult,epa,isDefensivePI,homeTeam,visiTeam,nonPossession,week
2018090600,839,"(1:21) (Shotgun) N.Foles FUMBLES (Aborted) at PHI 41, and recovers at PHI 35. N.Foles sacked at PHI 35 for -6 yards (T.McKinley).",1,3,12,PHI,play_type_sack,PHI,41,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,0.0,01:21:00,51.0,,,S,-6,-6,-2.09210791229075,False,PHI,ATL,ATL,1
2018090600,889,(:30) M.Ryan pass incomplete short middle to J.Jones (R.Darby).,1,1,10,ATL,play_type_pass,ATL,20,I_FORM,"2 RB, 1 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,0.0,00:30:00,90.0,,,I,0,0,-0.551513059372882,False,PHI,ATL,PHI,1
2018090600,949,(15:00) (Shotgun) M.Ryan pass short left to D.Freeman to ATL 11 for -7 yards (B.Graham).,2,3,12,ATL,play_type_pass,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",4.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,3.0,0.0,15:00:00,28.0,,,C,-7,-7,-1.91248252319524,False,PHI,ATL,PHI,1
2018090600,992,(14:12) N.Foles pass short right to N.Agholor pushed ob at PHI 41 for 1 yard (D.Campbell).,2,1,10,PHI,play_type_pass,PHI,40,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",SCRAMBLE_ROLLOUT_RIGHT,3.0,0.0,14:12:00,70.0,,,C,1,1,-0.436367552621316,False,PHI,ATL,ATL,1
2018090600,1037,(12:53) (Shotgun) N.Foles pass short left to N.Agholor to ATL 47 for 10 yards (R.Alford).,2,3,7,PHI,play_type_pass,PHI,43,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,0.0,12:53:00,67.0,,,C,10,10,2.04406323813351,False,PHI,ATL,ATL,1
2018090600,1061,"(12:14) (No Huddle, Shotgun) N.Foles pass short left to N.Agholor to ATL 41 for 6 yards (R.Alford).",2,1,10,PHI,play_type_pass,ATL,47,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,0.0,12:14:00,57.0,,,C,6,6,-0.0109423280840701,False,PHI,ATL,ATL,1
2018090600,1085,"(11:43) (No Huddle, Shotgun) N.Foles pass short right to D.Carter pushed ob at ATL 31 for 10 yards (B.Poole).",2,2,4,PHI,play_type_pass,ATL,41,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,3.0,0.0,11:43:00,51.0,,,C,10,10,0.906933654201824,False,PHI,ATL,ATL,1
2018090600,1202,"(9:07) (No Huddle, Shotgun) N.Foles pass short middle to D.Sproles to ATL 17 for 3 yards (D.Jones).",2,2,10,PHI,play_type_pass,ATL,20,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,3.0,0.0,09:07:00,30.0,,,C,3,3,-0.186570050979344,False,PHI,ATL,ATL,1
2018090600,1295,(7:43) (Shotgun) N.Foles pass incomplete deep right to D.Goedert (D.Riley).,2,1,19,PHI,play_type_pass,ATL,19,SHOTGUN,"1 RB, 2 TE, 2 WR",6.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,0.0,07:43:00,29.0,,,I,0,0,-0.196980138360778,False,PHI,ATL,ATL,1
2018090600,1344,(6:53) (Shotgun) N.Foles pass short left to Z.Ertz to ATL 8 for 10 yards (D.Jones; D.Campbell).,2,3,18,PHI,play_type_pass,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,0.0,06:53:00,28.0,,,C,10,10,-0.0996074301692724,False,PHI,ATL,ATL,1
2018090600,1423,(5:34) M.Ryan pass deep left to J.Jones pushed ob at ATL 49 for 22 yards (R.Darby) [F.Cox].,2,2,8,ATL,play_type_pass,ATL,27,SINGLEBACK,"1 RB, 3 TE, 1 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,3.0,3.0,05:34:00,37.0,,,C,22,22,1.70373128238873,False,PHI,ATL,PHI,1
2018090600,1473,"(4:20) M.Ryan pass short left to M.Sanu to PHI 42 for 8 yards (R.McLeod) [C.Long]. PENALTY on PHI-C.Long, Roughing the Passer, 15 yards, enforced at PHI 42.",2,2,9,ATL,play_type_pass,,50,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,3.0,04:20:00,60.0,RPS,PHI 56,C,8,23,1.65196077784543,False,PHI,ATL,PHI,1
2018090600,1546,(3:03) (Shotgun) M.Ryan pass incomplete deep left to M.Sanu.,2,2,8,ATL,play_type_pass,PHI,25,PISTOL,"2 RB, 0 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,3.0,3.0,03:03:00,85.0,,,I,0,0,-0.432497508499145,False,PHI,ATL,PHI,1
2018090600,1568,(2:58) (Shotgun) M.Ryan sacked at PHI 34 for -9 yards (J.Hicks).,2,3,8,ATL,play_type_sack,PHI,25,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,3.0,3.0,02:58:00,85.0,,,S,-9,-9,-1.67526033448913,False,PHI,ATL,PHI,1
2018090600,1628,(2:01) (Shotgun) N.Foles pass incomplete short right to D.Sproles.,2,1,10,PHI,play_type_pass,PHI,5,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,02:01:00,105.0,,,I,0,0,-0.234460854639674,False,PHI,ATL,ATL,1
2018090600,1680,"(1:57) (Shotgun) N.Foles pass short right to N.Agholor to PHI 9 for 4 yards (D.Jones) [G.Jarrett]. PENALTY on ATL-G.Jarrett, Roughing the Passer, 15 yards, enforced at PHI 9.",2,2,10,PHI,play_type_pass,PHI,5,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,01:57:00,105.0,RPS,ATL 97,C,4,19,1.29905041710943,False,PHI,ATL,ATL,1
2018090600,1750,(1:44) (Shotgun) N.Foles pass short right to Z.Ertz ran ob at PHI 36 for 7 yards (D.Trufant).,2,1,10,PHI,play_type_pass,PHI,29,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,01:44:00,81.0,,,C,7,7,-0.0155456458690786,False,PHI,ATL,ATL,1
2018090600,1779,(1:39) (Shotgun) N.Foles pass incomplete short right to D.Sproles.,2,2,3,PHI,play_type_pass,PHI,36,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,01:39:00,74.0,,,I,0,0,-0.436015926807866,False,PHI,ATL,ATL,1
2018090600,1801,(1:35) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,2,3,3,PHI,play_type_pass,PHI,36,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,01:35:00,74.0,,,I,0,0,-0.782217050717583,False,PHI,ATL,ATL,1
2018090600,1869,(1:20) (Shotgun) M.Ryan pass short right to J.Jones pushed ob at ATL 24 for 13 yards (J.Mills).,2,1,10,ATL,play_type_pass,ATL,11,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,01:20:00,21.0,,,C,13,13,0.554217445363523,False,PHI,ATL,PHI,1
2018090600,1894,(1:15) (Shotgun) M.Ryan pass incomplete deep left to C.Ridley (R.McLeod).,2,1,10,ATL,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,01:15:00,34.0,,,I,0,0,-0.203175101364772,False,PHI,ATL,PHI,1
2018090600,1916,(1:10) (Shotgun) M.Ryan pass short right to D.Freeman to ATL 31 for 7 yards (M.Jenkins).,2,2,10,ATL,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,3.0,01:10:00,34.0,,,C,7,7,-0.165496721394546,False,PHI,ATL,PHI,1
2018090600,1940,"(:48) (No Huddle, Shotgun) M.Ryan pass incomplete short left to J.Jones (R.Darby).",2,3,3,ATL,play_type_pass,ATL,31,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,3.0,00:48:00,41.0,,,I,0,0,-0.55929349211824,False,PHI,ATL,PHI,1
2018090600,2055,(:29) (Shotgun) N.Foles pass incomplete deep right to M.Wallace.,2,1,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,00:29:00,92.0,,,I,0,0,-0.13965933916381,False,PHI,ATL,ATL,1
2018090600,2094,(:22) (Shotgun) N.Foles pass incomplete deep right to M.Wallace [T.McKinley].,2,2,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,00:22:00,92.0,,,I,0,0,-0.231390505107339,False,PHI,ATL,ATL,1
2018090600,2116,"(:17) (Shotgun) N.Foles pass short left to D.Sproles to PHI 22 for 4 yards (B.Poole, D.Jones).",2,3,5,PHI,play_type_pass,PHI,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,00:17:00,92.0,,,C,4,4,-0.303331483263682,False,PHI,ATL,ATL,1
2018090600,2260,(15:00) (Shotgun) N.Foles pass short left to Z.Ertz to PHI 33 for 8 yards (D.Jones).,3,1,10,PHI,play_type_pass,PHI,25,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,15:00:00,85.0,,,C,8,8,0.008764837684013,False,PHI,ATL,ATL,1
2018090600,2360,(12:57) N.Foles pass incomplete deep left to N.Agholor (R.Alford).,3,2,9,PHI,play_type_pass,PHI,42,SINGLEBACK,"1 RB, 2 TE, 2 WR",8.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,3.0,12:57:00,68.0,,,I,0,0,-0.910224738729544,False,PHI,ATL,ATL,1
2018090600,2382,(12:51) (Shotgun) N.Foles pass short right to N.Agholor to PHI 42 for no gain (D.Trufant). ATL-K.Neal was injured during the play.,3,3,9,PHI,play_type_pass,PHI,42,EMPTY,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,12:51:00,68.0,,,C,0,0,-1.76344433060701,False,PHI,ATL,ATL,1
2018090600,2450,(11:54) M.Ryan pass short left to J.Jones to ATL 32 for 4 yards (R.Darby).,3,2,2,ATL,play_type_pass,ATL,28,SINGLEBACK,"1 RB, 3 TE, 1 WR",8.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,3.0,11:54:00,38.0,,,C,4,4,0.808959285439665,False,PHI,ATL,PHI,1
2018090600,2474,"(11:15) M.Ryan pass incomplete deep right to J.Jones (J.Mills) [D.Barnett]. Atlanta challenged the incomplete pass ruling, and the play was Upheld. The ruling on the field stands. (Timeout #1.)",3,1,10,ATL,play_type_pass,ATL,32,SINGLEBACK,"1 RB, 1 TE, 3 WR",6.0,3.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,11:15:00,42.0,,,I,0,0,-0.539791362795039,False,PHI,ATL,PHI,1
2018090600,2503,"(11:04) (Shotgun) M.Ryan pass incomplete short left. PENALTY on ATL-M.Ryan, Intentional Grounding, 12 yards, enforced at ATL 32.",3,2,10,ATL,play_type_pass,ATL,32,EMPTY,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,3.0,11:04:00,42.0,ING,ATL 2,I,0,-12,-1.86812193376052,False,PHI,ATL,PHI,1
2018090600,2575,(10:57) (Shotgun) M.Ryan pass short middle to J.Jones to ATL 26 for 6 yards (J.Hicks).,3,3,22,ATL,play_type_pass,ATL,20,SHOTGUN,"1 RB, 1 TE, 3 WR",2.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,3.0,10:57:00,30.0,,,C,6,6,-1.13773379448097,False,PHI,ATL,PHI,1
2018090600,2624,"(10:11) (Shotgun) N.Foles pass short right to D.Goedert to PHI 41 for 4 yards (R.Allen, D.Jones).",3,1,10,PHI,play_type_pass,PHI,37,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,3.0,10:11:00,73.0,,,C,4,4,-0.266957942570515,False,PHI,ATL,ATL,1
2018090600,2648,(9:32) (Shotgun) N.Foles pass short right to Z.Ertz to PHI 46 for 5 yards (D.Riley).,3,2,6,PHI,play_type_pass,PHI,41,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,3.0,09:32:00,69.0,,,C,5,5,-0.559747424888697,False,PHI,ATL,ATL,1
2018090600,2693,(8:09) (Shotgun) N.Foles pass incomplete short left to N.Agholor (D.Jones).,3,1,10,PHI,play_type_pass,ATL,46,EMPTY,"1 RB, 2 TE, 2 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,08:09:00,56.0,,,I,0,0,-0.448355488655686,False,PHI,ATL,ATL,1
2018090600,2736,(7:41) (Shotgun) N.Agholor pass short right to N.Foles ran ob at ATL 26 for 15 yards (D.Trufant). ATL-D.Trufant was injured during the play. His return is Questionable.,3,3,5,PHI,play_type_pass,ATL,41,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"3 DL, 3 LB, 5 DB",DESIGNED_ROLLOUT_RIGHT,6.0,3.0,07:41:00,51.0,,,C,15,15,1.92498539323406,False,PHI,ATL,ATL,1
2018090600,2764,(6:46) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,3,1,10,PHI,play_type_pass,ATL,26,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,3.0,06:46:00,36.0,,,I,0,0,-0.248842215430695,False,PHI,ATL,ATL,1
2018090600,2811,"(6:00) (Shotgun) N.Foles pass short middle to Z.Ertz to ATL 6 for 18 yards (R.Allen, D.Burton).",3,3,8,PHI,play_type_pass,ATL,24,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,6.0,3.0,06:00:00,34.0,,,C,18,18,1.90215049280166,False,PHI,ATL,ATL,1
2018090600,2980,(3:33) (Shotgun) M.Ryan pass short right to A.Hooper to ATL 40 for 15 yards (J.Mills).,3,2,25,ATL,play_type_pass,ATL,25,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,03:33:00,35.0,,,C,15,15,0.0835350065622122,False,PHI,ATL,PHI,1
2018090600,3004,(2:48) (Shotgun) M.Ryan pass incomplete short left to J.Jones (R.Darby).,3,3,10,ATL,play_type_pass,ATL,40,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,5.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,10.0,02:48:00,50.0,,,I,0,0,-1.74544215868495,False,PHI,ATL,PHI,1
2018090600,3066,(1:49) (Shotgun) N.Foles pass incomplete short right to Z.Ertz (B.Poole).,3,2,6,PHI,play_type_pass,PHI,20,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,01:49:00,90.0,,,I,0,0,-0.907718903768431,False,PHI,ATL,ATL,1
2018090600,3095,(1:41) (Shotgun) N.Foles pass incomplete short right to Z.Ertz.,3,3,6,PHI,play_type_pass,PHI,20,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"3 DL, 3 LB, 5 DB",SCRAMBLE,6.0,10.0,01:41:00,90.0,,,I,0,0,-1.5350309156175,False,PHI,ATL,ATL,1
2018090600,3181,(:47) M.Ryan pass incomplete deep middle to J.Jones.,3,2,6,ATL,play_type_pass,ATL,30,SINGLEBACK,"1 RB, 2 TE, 2 WR",7.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,00:47:00,40.0,,,I,0,0,-0.923513465730884,False,PHI,ATL,PHI,1
2018090600,3203,(:40) (Shotgun) M.Ryan pass incomplete short middle to E.Saubert (R.McLeod) [F.Cox].,3,3,6,ATL,play_type_pass,ATL,30,SHOTGUN,"2 RB, 1 TE, 2 WR",6.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,10.0,00:40:00,40.0,,,I,0,0,-1.6675471232179,False,PHI,ATL,PHI,1
2018090600,3257,(:20) (Shotgun) M.Ryan pass incomplete short right to J.Jones (N.Gerry).,3,1,10,ATL,play_type_pass,PHI,32,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,6.0,"4 DL, 3 LB, 4 DB",TRADITIONAL,6.0,10.0,00:20:00,78.0,,,I,0,0,-0.302429394568295,False,PHI,ATL,PHI,1
2018090600,3279,(:17) (Shotgun) M.Ryan pass short middle to M.Sanu to PHI 27 for 5 yards (J.Hicks).,3,2,10,ATL,play_type_pass,PHI,32,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,00:17:00,78.0,,,C,5,5,-0.205349187153297,False,PHI,ATL,PHI,1
2018090600,3392,(13:03) (Shotgun) M.Ryan pass short left intended for J.Jones INTERCEPTED by R.Douglas at PHI 4. R.Douglas ran ob at PHI 4 for no gain.,4,3,3,ATL,play_type_pass,PHI,15,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,7.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,6.0,10.0,13:03:00,25.0,,,IN,0,0,-2.99758861079052,False,PHI,ATL,PHI,1
2018090600,3481,(10:45) (Shotgun) N.Foles pass deep middle intended for D.Goedert INTERCEPTED by D.Jones (D.Kazee) at PHI 47. D.Jones to PHI 27 for 20 yards (J.Ajayi).,4,1,10,PHI,play_type_pass,PHI,29,SHOTGUN,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,10:45:00,39.0,,,IN,0,0,-5.38754045439559,False,PHI,ATL,ATL,1
2018090600,3507,(10:35) M.Ryan pass deep right to J.Jones to PHI 9 for 18 yards (J.Mills) [D.Vaeao].,4,1,10,ATL,play_type_pass,PHI,27,I_FORM,"1 RB, 2 TE, 2 WR",7.0,4.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,6.0,10.0,10:35:00,37.0,,,C,18,18,1.16093637668398,False,PHI,ATL,PHI,1
2018090600,3678,(7:59) (Shotgun) N.Foles pass incomplete deep right to Z.Ertz.,4,3,14,PHI,play_type_pass,PHI,21,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,4.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,12.0,10.0,07:59:00,31.0,,,I,0,0,-1.45191444274483,False,PHI,ATL,ATL,1
2018090600,3791,(7:15) (Shotgun) M.Ryan pass short left to M.Sanu to ATL 18 for -5 yards (S.Jones).,4,1,20,ATL,play_type_pass,ATL,23,SHOTGUN,"1 RB, 1 TE, 3 WR",6.0,5.0,"4 DL, 2 LB, 5 DB",TRADITIONAL,12.0,10.0,07:15:00,87.0,,,C,-5,-5,-0.89625011836378,False,PHI,ATL,PHI,1
2018090600,3815,"(6:31) (Shotgun) M.Ryan sacked at ATL 10 for -8 yards (sack split by C.Long and F.Cox). FUMBLES (C.Long) [C.Long], recovered by ATL-A.Mack at ATL 15. A.Mack to ATL 15 for no gain (M.Bennett).",4,2,25,ATL,play_type_sack,ATL,18,SHOTGUN,"1 RB, 1 TE, 3 WR",5.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,12.0,10.0,06:31:00,92.0,,,S,-3,-3,-1.01511898339018,False,PHI,ATL,PHI,1
2018090600,3844,(5:45) (Shotgun) M.Ryan pass short left to D.Freeman to ATL 29 for 14 yards (C.Graham).,4,3,28,ATL,play_type_pass,ATL,15,SHOTGUN,"1 RB, 1 TE, 3 WR",3.0,4.0,"4 DL, 1 LB, 6 DB",TRADITIONAL,12.0,10.0,05:45:00,95.0,,,C,14,14,-0.343923961780219,False,PHI,ATL,PHI,1
2018090600,3904,(4:51) (Shotgun) N.Foles pass short right to N.Agholor pushed ob at PHI 48 for 2 yards (D.Trufant).,4,1,10,PHI,play_type_pass,PHI,46,SHOTGUN,"1 RB, 1 TE, 3 WR",7.0,3.0,"3 DL, 3 LB, 5 DB",TRADITIONAL,12.0,10.0,04:51:00,56.0,,,C,2,2,-0.28020006700326,False,PHI,ATL,ATL,1
